model_name,maze_name,pause_location,pause_time,mean_time_distracted,time_thinking,sd_time_distracted,proportion_distracted,scaled
shuffle, 7_by_7_maze_4,(5;1),270,95.03794992410015,174.96205007589987,NA,0.3519924071262968,0.10930196490721429
shuffle, 7_by_7_maze_4,(5;1),200,71.96897606204787,128.0310239379521,NA,0.35984488031023937,0.14892496319143195
shuffle, 7_by_7_maze_4,(5;1),370,169.251641496717,200.748358503283,NA,0.457436868910046,0.6413669118950437
shuffle, 7_by_7_maze_4,(7;1),200,101.89281621436757,98.10718378563243,NA,0.5094640810718378,0.9038923723365762
shuffle, 7_by_7_maze_4,(4;1),200,61.57915684168632,138.4208431583137,NA,0.3078957842084316,-0.11320632939518212
shuffle, 7_by_7_maze_4,(6;3),200,139.81996036007928,60.18003963992072,NA,0.6990998018003964,1.8607801783871882
shuffle, 10_by_10_maze_2,(7;1),320,63.09163381673237,256.9083661832676,NA,0.19716135567728865,-0.6719640569179607
shuffle, 10_by_10_maze_2,(10;2),320,117.93594412811174,202.06405587188826,NA,0.3685498254003492,0.19284947159662408
shuffle, 10_by_10_maze_2,(6;1),320,60.558538882922235,259.4414611170778,NA,0.189245434009132,-0.7119072115557579
shuffle, 10_by_10_maze_2,(10;8),320,261.3283373433253,58.6716626566747,NA,0.8166510541978915,2.453935094417737
shuffle, 10_by_10_maze_2,(7;1),400,115.14826970346058,284.8517302965394,NA,0.2878706742586515,-0.21425155153028422
shuffle, 10_by_10_maze_2,(7;1),200,19.48490103019794,180.51509896980207,19.007895004988193,0.0974245051509897,-1.175228820095753
shuffle, 10_by_10_maze_2,(7;1),500,148.18362363275273,351.81637636724724,98.4186616973329,0.29636724726550545,-0.1713784732292036
shuffle, 15_by_15_maze_6,(1;3),320,147.3963452073096,172.6036547926904,49.94570219911283,0.4606135787728425,0.6573963546571577
shuffle, 15_by_15_maze_6,(1;3),320,153.0809876760493,166.9190123239507,46.57378529784853,0.478378086487654,0.7470347452909917
shuffle, 15_by_15_maze_6,(5;14),320,68.77196491214035,251.22803508785967,49.85139841359221,0.21491239035043858,-0.582393650254799
shuffle, 15_by_15_maze_6,(7;15),320,152.8377086491654,167.1622913508346,56.53136277688775,0.47761783952864184,0.7431985954249699
shuffle, 15_by_15_maze_6,(12;1),320,0.4551181795272819,319.5448818204727,4.450895035173661,0.001422244311022756,-1.6596491202276373
shuffle, 15_by_15_maze_6,(1;3),160,25.669257322970708,134.3307426770293,21.12583709214924,0.16043285826856693,-0.8572933354417751
shuffle, 15_by_15_maze_6,(5;15),320,87.02637189451241,232.9736281054876,16.40734897905197,0.2719574121703513,-0.2945486938001096
shuffle, 15_by_15_maze_6,(7;5),320,16.83249267002932,303.1675073299707,11.950885204961653,0.05260153959384163,-1.4014021855771142
shuffle, 15_by_15_maze_6,(12;1),160,33.654665381338475,126.34533461866152,20.007712700959345,0.21034165863336546,-0.6054572240793552
