model_name, maze_name, pause_location, pause_time, mean_time_distracted, time_thinking, sd_time_distracted
Attempt5, 10_by_10_maze_2, Coordinate(10; 2), 320.0, 235.77463953194228, 84.22536046805772, 102.66316477898505
Attempt5, 10_by_10_maze_2, Coordinate(7; 1), 200.0, 69.73447508011235, 130.26552491988764, 58.80298338333278
Attempt5, 10_by_10_maze_2, Coordinate(7; 1), 320.0, 103.62069226545842, 216.37930773454158, 79.3948193075399
Attempt5, 10_by_10_maze_2, Coordinate(7; 1), 500.0, 197.93498336057684, 302.06501663942316, 113.95281409829185
Attempt5, 10_by_10_maze_2, Coordinate(10; 8), 320.0, 259.7320773329559, 60.267922667044104, 103.47207366281074
Attempt5, 10_by_10_maze_2, Coordinate(6; 1), 320.0, 142.65765097667497, 177.34234902332503, 101.32506960822013
Attempt5, 7_by_7_maze_4, Coordinate(7; 1), 200.0, 130.15884238264974, 69.84115761735026, 82.01982351371974
Attempt5, 7_by_7_maze_4, Coordinate(5; 1), 200.0, 96.22980565463604, 103.77019434536396, 73.07168466043444
Attempt5, 7_by_7_maze_4, Coordinate(5; 1), 320.0, 152.49431591195435, 167.50568408804565, 102.14585887845107
Attempt5, 7_by_7_maze_4, Coordinate(6; 3), 200.0, 132.8410916547713, 67.1589083452287, 83.66548728464333
Attempt5, 7_by_7_maze_4, Coordinate(4; 1), 200.0, 101.69113809707818, 98.30886190292182, 74.17750128303634
Attempt5, 15_by_15_maze_6, Coordinate(1; 3), 320.0, 84.0362817047434, 235.9637182952566, 72.71888684204467
Attempt5, 15_by_15_maze_6, Coordinate(3; 5), 320.0, 227.7074572619029, 92.2925427380971, 101.1781192211869
Attempt5, 15_by_15_maze_6, Coordinate(5; 14), 320.0, 115.99730890559671, 204.0026910944033, 97.6173503765986
Attempt5, 15_by_15_maze_6, Coordinate(6; 7), 320.0, 79.8400016190706, 240.15999838092938, 62.29926296196124
Attempt5, 15_by_15_maze_6, Coordinate(10; 11), 320.0, 163.60104588319044, 156.39895411680956, 107.60090973727384
Attempt5, 15_by_15_maze_6, Coordinate(7; 15), 320.0, 240.07560231086552, 79.92439768913448, 101.53836897113175
Attempt5, 15_by_15_maze_6, Coordinate(7; 7), 320.0, 88.63121679882539, 231.3687832011746, 66.13752930910852
Attempt5, 15_by_15_maze_6, Coordinate(12; 1), 320.0, 223.44545004343087, 96.55454995656913, 92.08626677282228
Attempt5, 15_by_15_maze_6, Coordinate(1; 3), 160.0, 55.70824158368672, 104.29175841631329, 49.50722097835067
Attempt5, 15_by_15_maze_6, Coordinate(5; 15), 320.0, 99.63678879323513, 220.36321120676487, 76.5028534067988
Attempt5, 15_by_15_maze_6, Coordinate(7; 5), 320.0, 240.80014166095341, 79.19985833904659, 106.7723877913327
Attempt5, 15_by_15_maze_6, Coordinate(12; 1), 160.0, 100.00101858372074, 59.998981416279264, 71.94166307236733
